"title","taxa_inad_temp","Risco_title_BIN"
"perfect loan",0,"Risk2"
"perfect payment history",0,"Risk2"
"perfect timing",0,"Risk2"
"perosnal",0,"Risk2"
"pers loan 2013",0,"Risk2"
"persinnal",0,"Risk2"
"persoal",0,"Risk2"
"persomal loan",0,"Risk2"
"persona loan",0,"Risk2"
"personal",0.172131147540984,"Risk3"
"personal  loan, miscellaneous",0,"Risk2"
"personal - credit card payoff",0,"Risk2"
"personal 5year",0,"Risk2"
"personal account",1,"Risk3"
"personal and family loan",0,"Risk2"
"personal atv loan",0,"Risk2"
"personal bill consolidate",0,"Risk2"
"personal blessing",0,"Risk2"
"personal business",0,"Risk2"
"personal consolidation",0,"Risk2"
"personal consolidation debts",1,"Risk3"
"personal consolidation loan",0.75,"Risk3"
"personal consolodation",1,"Risk3"
"personal credit card payoff",0,"Risk2"
"personal credit card refinancing",1,"Risk3"
"personal d",0,"Risk2"
"personal debt",0.4,"Risk3"
"personal debt consolidation",0,"Risk2"
"personal debt consolidation loan",0,"Risk2"
"personal debt loan",0,"Risk2"
"personal debt payment",0,"Risk2"
"personal debt payoff",0,"Risk2"
"personal dental loan",0,"Risk2"
"personal expense",0,"Risk2"
"personal expenses",0,"Risk2"
"personal family loan",0,"Risk2"
"personal finances",0,"Risk2"
"personal fix",0,"Risk2"
"personal flx loan",1,"Risk3"
"personal freedom",0,"Risk2"
"personal fund",0,"Risk2"
"personal help",0,"Risk2"
"personal home improvement loan",0,"Risk2"
"personal honeymoon wedding loan",1,"Risk3"
"personal investment",0,"Risk2"
"personal investment / asset purchase",0,"Risk2"
"personal kw",0,"Risk2"
"personal loa n",0,"Risk2"
"personal load",0,"Risk2"
"personal loan",0.148148148148148,"Risk3"
"personal loan - 3 year",0,"Risk2"
"personal loan - debt consolidation",0,"Risk2"
"personal loan - improvement",1,"Risk3"
"personal loan - ivan",0,"Risk2"
"personal loan - move",0,"Risk2"
"personal loan 08/05/09",0,"Risk2"
"personal loan 2",0,"Risk2"
"personal loan 2010",0,"Risk2"
"personal loan 2012",0,"Risk2"
"personal loan 2013",0,"Risk2"
"personal loan 3500",0,"Risk2"
"personal loan 401k",1,"Risk3"
"personal loan apr 2012",0,"Risk2"
"personal loan consolidation",0,"Risk2"
"personal loan for business purpose",0,"Risk2"
"personal loan for consolidating debt",0,"Risk2"
"personal loan for suzuki",0,"Risk2"
"personal loan for used car",0,"Risk2"
"personal loan from meriwest",0,"Risk2"
"personal loan refinance",0,"Risk2"
"personal loan to catch up",0,"Risk2"
"personal loan to consolidate credit card",0,"Risk2"
"personal loan to consolidate debt",0,"Risk2"
"personal loan to pay off a loan",1,"Risk3"
"personal loan to refinance debt",0,"Risk2"
"personal loan, pay off some bill",1,"Risk3"
"personal loan- debit consilidation",0,"Risk2"
"personal loan-debt consolidation",1,"Risk3"
"personal loan/pool",0,"Risk2"
"personal loancredit cards to be pay off",0,"Risk2"
"personal loans",0,"Risk2"
"personal major purchase",0,"Risk2"
"personal need",0,"Risk2"
"personal needs",0,"Risk2"
"personal one",0,"Risk2"
"personal payoffs",0,"Risk2"
"personal refi",0.5,"Risk3"
"personal short term loan",0,"Risk2"
"personal signature loan",0,"Risk2"
"personal spending",0,"Risk2"
"personal use",0.5,"Risk3"
"personal utilities",0,"Risk2"
"personal- transmission repair",0,"Risk2"
"personal/business",0,"Risk2"
"personal/debt",0,"Risk2"
"personal/debt consolidation",0,"Risk2"
"personal1",0,"Risk2"
"personal2012",0,"Risk2"
"personal2013",0,"Risk2"
"personall loan",0,"Risk2"
"personalloan",0,"Risk2"
"personel",0,"Risk2"
"personel loan",0.5,"Risk3"
"personna",0,"Risk2"
"personnal",0.5,"Risk3"
"personnal loan",0,"Risk2"
"personnal loan to pay off credit cards",0,"Risk2"
"personnel",1,"Risk3"
"personnel debt consolidation",0,"Risk2"
"pertsonal loan",0,"Risk2"
"peruns refinance",0,"Risk2"
"pesak",0,"Risk2"
"pesonal",1,"Risk3"
"pet crematory start up",1,"Risk3"
"pgloan",0,"Risk2"
"phd",1,"Risk3"
"philadelphia loan",0,"Risk2"
"philippines",0,"Risk2"
"photo studio",1,"Risk3"
"physical therapy equipment",0,"Risk2"
"pick me!",0,"Risk2"
"pick me!!! pick me!!!!",0,"Risk2"
"piece of mind",0,"Risk2"
"pilot license",0,"Risk2"
"pink",0,"Risk2"
"plan",0,"Risk2"
"plan b redo",0,"Risk2"
"plans",0,"Risk2"
"plastic",0,"Risk2"
"platform",0,"Risk2"
"playoffs",0,"Risk2"
"please consider me/won't payoff early!",0,"Risk2"
"please help",0.5,"Risk3"
"please help me",0.5,"Risk3"
"please help me kill my store cards!!!!",0,"Risk2"
"please help with debt consolidation",0,"Risk2"
"plshelpmesave",0,"Risk2"
"plumbing",0,"Risk2"
"plumbing work",0,"Risk2"
"plymouth",0,"Risk2"
"pnc credit card repayment loan",1,"Risk3"
"poland",1,"Risk3"
"polaris",0,"Risk2"
"police package",0,"Risk2"
"pontiacfirebird",0,"Risk2"
"pontoon boat",0,"Risk2"
"pool",0.048780487804878,"Risk3"
"pool area loan",0,"Risk2"
"pool build loan",0,"Risk2"
"pool buildout",0,"Risk2"
"pool funding",0,"Risk2"
"pool heater",0,"Risk2"
"pool heater/tree removal",0,"Risk2"
"pool installation",0,"Risk2"
"pool liner",0,"Risk2"
"pool loan",0.0333333333333333,"Risk3"
"pool pump",0,"Risk2"
"pool remodel",0,"Risk2"
"pool renovation",0,"Risk2"
"pool repairs",0,"Risk2"
"pool, deck, home improvements",0,"Risk2"
"poolmedicaldebtconsolidation",0,"Risk2"
"pop up camper",0,"Risk2"
"portable super hot tub",0,"Risk2"
"positioning",0,"Risk2"
"post college bill consolidation",0,"Risk2"
"post graduate - debt consolidation",0,"Risk2"
"post-college consolidation loan",0,"Risk2"
"power purchase",0,"Risk2"
"powersport loan",0,"Risk2"
"praise him",0,"Risk2"
"praisethelord",0,"Risk2"
"preparing for new federal contracts",1,"Risk3"
"preparing for new life",0,"Risk2"
"present to me",1,"Risk3"
"presonal",0,"Risk2"
"presonal loan",0,"Risk2"
"prettykitchen",0,"Risk2"
"primary  debt consolidaton loan",0,"Risk2"
"private",0,"Risk2"
"private  auto purchase",0,"Risk2"
"private education loan",0,"Risk2"
"private loan",0,"Risk2"
"private loan reduction",0,"Risk2"
"private student loans",0,"Risk2"
"probate fund",0,"Risk2"
"professional wants to lower mo. pmts",0,"Risk2"
"professional workshop",0,"Risk2"
"progress",0,"Risk2"
"project",1,"Risk3"
"project 1",0,"Risk2"
"project 2011",0,"Risk2"
"project debt consolidation",0,"Risk2"
"project debt free",1,"Risk3"
"project house+personal",0,"Risk2"
"project management certificate",0,"Risk2"
"project pay down",0,"Risk2"
"project payoff",0,"Risk2"
"promotional products business",0,"Risk2"
"propbuy",1,"Risk3"
"property",0,"Risk2"
"property improvement",0,"Risk2"
"property land",0,"Risk2"
"property loan",0,"Risk2"
"property rehab",0,"Risk2"
"property tax",0,"Risk2"
"property tax loan",0,"Risk2"
"prospect",0,"Risk2"
"proven real estate investor needs funds",0,"Risk2"
"public",0,"Risk2"
"pull it together",0,"Risk2"
"pull up by bootstraps (if you'll help!)",1,"Risk3"
"pulling it together",0,"Risk2"
"purchase",0,"Risk2"
"purchase bike",0,"Risk2"
"purchase inventory",1,"Risk3"
"purchase loan",0,"Risk2"
"purchase new snowmobile",0,"Risk2"
"purchase popup camper",0,"Risk2"
"purchase work pickup truck",1,"Risk3"
"purchases",1,"Risk3"
"purchasing established pawn shop",0,"Risk2"
"purchasing real estate at discount price",1,"Risk3"
"put an end to my credit card debt",0,"Risk2"
"put in all new floors in condo",0,"Risk2"
"putting my medical issues behind me and getting on with life!",0,"Risk2"
"putting the past behind me",0,"Risk2"
"q2010",0,"Risk2"
"quality customer",1,"Risk3"
"quality improvement",1,"Risk3"
"quick credit card payment",0,"Risk2"
"quick fix",0,"Risk2"
"quick funds",0,"Risk2"
"quick loan",1,"Risk3"
"quick pay",0,"Risk2"
"quick payoff consolidation",0,"Risk2"
"quick payoff loan",0,"Risk2"
"quickerloanpayer",1,"Risk3"
"quickfix",0,"Risk2"
"quickpay",0,"Risk2"
"rabbit year loan",0,"Risk2"
"racked up the cards, making them go away",0,"Risk2"
"raising capital",0,"Risk2"
"raising the debt ceiling",1,"Risk3"
"ramdpm",0,"Risk2"
"ramsey debt snowball",0,"Risk2"
"randall's loan",0,"Risk2"
"rare need ...never late on my payments",0,"Risk2"
"rate",0,"Risk2"
"rate buster",0,"Risk2"
"rate reduction",1,"Risk3"
"rate reduction loan",0,"Risk2"
"raw land",0,"Risk2"
"raw land purchase",0,"Risk2"
"re fi",1,"Risk3"
"re pay",0,"Risk2"
"re structure",1,"Risk3"
"re-fi hig int. debt 2 pay down asap",0,"Risk2"
"re-fi on exist, last credit card",0,"Risk2"
"re-group",0,"Risk3"
"re-grouping",0,"Risk3"
"reach goals",0,"Risk3"
"reach my goal",0,"Risk3"
"ready for the next chapter of life",0,"Risk3"
"ready to be debt free",0,"Risk3"
"ready to get out of debit and stay there",0,"Risk3"
"ready to go from borrower to investor!",0,"Risk3"
"real estate investment",1,"Risk3"
"real estate investment in overseas",0,"Risk3"
"real estate payment",0,"Risk3"
"reality check 54",0,"Risk3"
"really big loan",0,"Risk3"
"realrecovery",1,"Risk3"
"reap the rewards of freedom",0,"Risk3"
"reasonable rate day",0,"Risk3"
"rebooting my debt",0,"Risk3"
"rebuild",0.5,"Risk3"
"rebuilder",1,"Risk3"
"rebuilding",0,"Risk3"
"rebuilding credit, so soon i can buy a house.",0,"Risk3"
"rebuilding homes",0,"Risk3"
"rebuilding life",1,"Risk3"
"recent college grad personal loan",1,"Risk3"
"reconcile",0,"Risk3"
"reconsolidation",0.25,"Risk3"
"reconstructive",0,"Risk3"
"recovering law student",0,"Risk3"
"recovery",0,"Risk3"
"recovery measures",1,"Risk3"
"recovery mode",0,"Risk3"
"recreational vehicle",0,"Risk3"
"red to black",0,"Risk3"
"redemption",0,"Risk3"
"redemption loan",0,"Risk3"
"redistribution",0,"Risk3"
"redlands oranges",0,"Risk3"
"redmoon",0,"Risk3"
"redo",0,"Risk3"
"reduce and repay",0,"Risk3"
"reduce apr on credit cards",0,"Risk3"
"reduce credit card debt",0,"Risk3"
"reduce credit cards",0,"Risk3"
"reduce debt",0,"Risk3"
"reduce debt before nursing school",0,"Risk3"
"reduce debt loan",0,"Risk3"
"reduce high apr on 2 cc's",0,"Risk3"
"reduce interest",0,"Risk3"
"reduce interest on debt",1,"Risk3"
"reduce interest rate and interest cost",0,"Risk3"
"reduce monthly payments credit/medical",1,"Risk3"
"reduce my debt phase 2",0,"Risk3"
"reduce payment by $150!",0,"Risk3"
"reduce rates",0,"Risk3"
"reduce that interest",0,"Risk3"
"reduce the interest rates on credit card",0,"Risk3"
"reduce-my-debt",0,"Risk3"
"reducedebt",0,"Risk3"
"reducereduce",0,"Risk3"
"reducing credit card interest rates",0,"Risk3"
"reducing high rate debt",0,"Risk3"
"reducing interest",0,"Risk3"
"reducing interest and building new life",0,"Risk3"
"reducing my monthly payments",0,"Risk3"
"reduction",0,"Risk3"
"ref. credit cards",0,"Risk3"
"refi",0.111111111111111,"Risk3"
"refi 20120422",0,"Risk3"
"refi and payoff",1,"Risk3"
"refi and survey",0,"Risk3"
"refi cards",0,"Risk3"
"refi cc balance",0,"Risk3"
"refi cc loan",0,"Risk3"
"refi credit",0,"Risk3"
"refi credit card debt",0,"Risk3"
"refi credit cards",1,"Risk3"
"refi existing lc loan plus other debt",0,"Risk3"
"refi exsisting loan to pay off debt!",0,"Risk3"
"refi for a better future plan",0,"Risk3"
"refi help",0,"Risk3"
"refi hicc",0,"Risk3"
"refi high interest credit card",0,"Risk3"
"refi loan",0.2,"Risk3"
"refi my credit cards",0,"Risk3"
"refi nu rate loan",0,"Risk3"
"refi of credit cards",0,"Risk3"
"refi old credit cards",1,"Risk3"
"refi refi refi - i'd rather pay you then the bank",0,"Risk3"
"refi-loan",1,"Risk3"
"refi.credit cards",1,"Risk3"
"refi/home-improvement",1,"Risk3"
"refiance",0,"Risk3"
"reficc",0,"Risk3"
"refii",0,"Risk3"
"refiloan",0,"Risk3"
"refimoney",0,"Risk3"
"refin",0,"Risk3"
"refinace",0,"Risk3"
"refinace me",1,"Risk3"
"refinanace",0,"Risk3"
"refinance",0.127906976744186,"Risk3"
"refinance / debt consolodation",0,"Risk3"
"refinance 20% credit card",0,"Risk3"
"refinance 2012",0,"Risk3"
"refinance and consolidate",0,"Risk3"
"refinance and credit consolidation",0,"Risk3"
"refinance boa rate",0,"Risk3"
"refinance c/c",0,"Risk3"
"refinance card loan",0,"Risk3"
"refinance cards",0,"Risk3"
"refinance cards to afford nursing school",1,"Risk3"
"refinance cc",0,"Risk3"
"refinance cc loan",0,"Risk3"
"refinance citi credit card",0,"Risk3"
"refinance credit card",0,"Risk3"
"refinance credit card debt",0.5,"Risk3"
"refinance credit cards",0,"Risk3"
"refinance credit cards at a better rate",0,"Risk3"
"refinance credit cards to lower apr",0,"Risk3"
"refinance current lending club loan",0,"Risk3"
"refinance debt",0,"Risk3"
"refinance debt & improve home",0,"Risk3"
"refinance debt2",0,"Risk3"
"refinance debts",0,"Risk3"
"refinance existing lending club loan",0,"Risk3"
"refinance for lower rate",0,"Risk3"
"refinance help",1,"Risk3"
"refinance high interest credit cards",0,"Risk3"
"refinance high rate credit cards",0,"Risk3"
"refinance lending club",1,"Risk3"
"refinance loan",0.157894736842105,"Risk3"
"refinance loan - lump payment",0,"Risk3"
"refinance my credit cards",0,"Risk3"
"refinance my personal",0,"Risk3"
"refinance n tires",0,"Risk3"
"refinance newlywed's credit cards",1,"Risk3"
"refinance of credit cards",0,"Risk3"
"refinance of debt",0,"Risk3"
"refinance option 1",1,"Risk3"
"refinance other lending club loan",0,"Risk3"
"refinance personal loan & credit card",0,"Risk3"
"refinance previous loan and christmas",0,"Risk3"
"refinance the last of my debt",1,"Risk3"
"refinance two credit cards at lower rate",0,"Risk3"
"refinance unexpected expense",0,"Risk3"
"refinance windows",0,"Risk3"
"refinance/consolidate my ccs",0,"Risk3"
"refinance2013",0,"Risk3"
"refinancecards",0,"Risk3"
"refinancechance",0,"Risk3"
"refinancecredit",0,"Risk3"
"refinancing",0,"Risk3"
"refinancing an old closed cedit card",0,"Risk3"
"refinancing and home improvement",0,"Risk3"
"refinancing and testing lending club",0,"Risk3"
"refinancing car to save money",0,"Risk3"
"refinancing credit card",0,"Risk3"
"refinancing credit card debt",0,"Risk3"
"refinancing credit card.",0,"Risk3"
"refinancing credit cards",0.25,"Risk3"
"refinancing credit credit cards",0,"Risk3"
"refinancing direct merchants bank",0,"Risk3"
"refinancing high apr credit card debt",0,"Risk3"
"refinancing lending club loan",0,"Risk3"
"refinancing loan and credit at a better",0,"Risk3"
"refinancing my credit card",0,"Risk3"
"refinancing of high int. credit cards",0,"Risk3"
"refinancing of loan from other bank",0,"Risk3"
"refinancing to reduce interest",0,"Risk3"
"refincc",0,"Risk3"
"refininance my discovercard rate",0,"Risk3"
"reform",1,"Risk3"
"reformed",0,"Risk3"
"refresh finances",1,"Risk3"
"refresher",0,"Risk3"
"refreshing start",0,"Risk3"
"refrigerator",0,"Risk3"
"refurbished",1,"Risk3"
"refy my citi",0,"Risk3"
"refying lc loan 2 reduce payment-term",0,"Risk3"
"refying lending club-i love this place!",1,"Risk3"
"regaining balance",0,"Risk3"
"regal loan",0,"Risk3"
"regatta",1,"Risk3"
"regency",0,"Risk3"
"regina's loan",0,"Risk3"
"regroup",0,"Risk3"
"rehab",0,"Risk3"
"rehab complete",0,"Risk3"
"rehab rental condo",0,"Risk3"
"rejuvenate",0,"Risk3"
"relatives wedding loan",1,"Risk3"
"relaunching life",0,"Risk3"
"relax",0,"Risk3"
"releaf funds",0,"Risk3"
"release",0,"Risk3"
"release the stress",0,"Risk3"
"reliable & punctual borrower",0,"Risk3"
"reliable borrower seeks to consolidate",1,"Risk3"
"reliable car loan",0,"Risk3"
"reliable personal loan",0,"Risk3"
"reliable refinance",0,"Risk3"
"relief",0.138888888888889,"Risk3"
"relief at last",0,"Risk3"
"relief from debt",0,"Risk3"
"relief from multiple credit card payment",1,"Risk3"
"relief from ridiculous interest rate",1,"Risk3"
"relief fund",0.5,"Risk3"
"relief loan",0,"Risk3"
"relief on the way",0,"Risk3"
"relief step one",0,"Risk3"
"relief2012",0,"Risk3"
"relocate",0,"Risk3"
"relocating",0,"Risk3"
"relocating for job/ moving expenses",0,"Risk3"
"relocating from minneapolis to chicago",0,"Risk3"
"relocation",0.2,"Risk3"
"relocation and consolidate",0,"Risk3"
"relocation and moving expenses",1,"Risk3"
"relocation assistance",0,"Risk3"
"relocation expenses",0,"Risk3"
"relocation for a better job",0,"Risk3"
"relocation for seattle job",0,"Risk3"
"relocation fund",0,"Risk3"
"relocation loan",0.166666666666667,"Risk3"
"rem",0,"Risk3"
"remainder of down payment",0,"Risk3"
"remodel",0.272727272727273,"Risk3"
"remodel 1 loan",0,"Risk3"
"remodel 2nd bathroom",0,"Risk3"
"remodel bathroom",1,"Risk3"
"remodel kitchen",0,"Risk3"
"remodel loan 1",0,"Risk3"
"remodel me",0,"Risk3"
"remodel my business",0,"Risk3"
"remodel of apartment",0,"Risk3"
"remodel porch",0,"Risk3"
"remodeling my home for the kids.",0,"Risk3"
"remodeling myrtle beach vacation home",1,"Risk3"
"remodeling paid of home",0,"Risk3"
"remodeling the kitchen",0,"Risk3"
"remote",0,"Risk3"
"removing credit cards with high interest",1,"Risk3"
"renegade",1,"Risk3"
"renew",0,"Risk3"
"renew my life loan",0,"Risk3"
"renew start",0,"Risk3"
"renewable energy",0,"Risk3"
"renewing our vows",0,"Risk3"
"reno",1,"Risk3"
"renovation",0.5,"Risk3"
"renovation & consolidation",0,"Risk3"
"renovation for bath",1,"Risk3"
"renovations",0,"Risk3"
"rent",1,"Risk3"
"rent + house upgrade",0,"Risk3"
"rent helper",0,"Risk3"
"rent payment",0,"Risk3"
"reorg",0,"Risk3"
"reorganized loan model",0,"Risk3"
"reorganizing our lives",0,"Risk3"
"repaid credit card",1,"Risk3"
"repair",0,"Risk3"
"repair roof",0,"Risk3"
"repairing car for heavy work travels",0,"Risk3"
"repairs",0.25,"Risk3"
"repaving the the road to success",0,"Risk3"
"repay",0,"Risk3"
"repay 401k loan",0,"Risk3"
"repay cards",0,"Risk3"
"repay debt",0,"Risk3"
"repay self",0,"Risk3"
"repayment",0.25,"Risk3"
"repayment cards pay",0,"Risk3"
"repayment loan",0.5,"Risk3"
"repayment plan",1,"Risk3"
"replace 18 yr old camry",0,"Risk3"
"replace credit card",0,"Risk3"
"replace heating and air unit",0,"Risk3"
"replace household appliances",0,"Risk3"
"replace pool liner/convert salt system",0,"Risk3"
"replace revolving with fixed rate loan",0,"Risk3"
"reposition personal finanacial situation",0,"Risk3"
"rescue",1,"Risk3"
"rescue loan",0,"Risk3"
"resolution",0,"Risk3"
"resolve",0,"Risk3"
"responsibility",0,"Risk3"
"responsible",0.5,"Risk3"
"responsible borrower",0,"Risk3"
"responsible borrower needs rate relief",0,"Risk3"
"responsible borrower refinancing debt",0,"Risk3"
"responsible cc refinance",0,"Risk3"
"responsible debt consolidation",0,"Risk3"
"responsible loan ii",0,"Risk3"
"responsible professional trying to pay o",0,"Risk3"
"responsible, never late, trustworthy",1,"Risk3"
"responsiblefreedom",0,"Risk3"
"rest",1,"Risk3"
"restablishing",0,"Risk3"
"restart",0.5,"Risk3"
"restartone",0,"Risk3"
"restaurant business loan",1,"Risk3"
"restaurant equipment",0,"Risk3"
"restaurant investment",1,"Risk3"
"restoration",0,"Risk3"
"restructure",0,"Risk3"
"restructure, consolidate, rebalance",0,"Risk3"
"restructuring",0,"Risk3"
"restructuring a single payment",1,"Risk3"
"restructuring finances",1,"Risk3"
"restructuring the future",0,"Risk3"
"resurfacing of the pool at the resort",1,"Risk3"
"retaining wall loan",0,"Risk3"
"retriever",0,"Risk3"
"returning customer short term loan",0,"Risk3"
"revise loan apr",0,"Risk3"
"revitalization",1,"Risk3"
"revolging debt elimination",0,"Risk3"
"revolving debt consolidation",0,"Risk3"
"revolving debt reduction",0,"Risk3"
"revolving fund/emergency fund",0,"Risk3"
"revolving to term",1,"Risk3"
"revolvingdebtfree",0,"Risk3"
"reward",1,"Risk3"
"ricks bad dream",0,"Risk3"
"rid credit to breathe",0,"Risk3"
"rid of cc debt",0,"Risk3"
"rid of debt",0,"Risk3"
"rid the budget of 'prosper'",0,"Risk3"
"riddle family debt consolidation.",0,"Risk3"
"right track",0,"Risk3"
"right track dc loan",0,"Risk3"
"righting the ship loan",0,"Risk3"
"ring",0,"Risk3"
"rising above",0,"Risk3"
"rising meadow home improvement",0,"Risk3"
"rita loan",0,"Risk3"
"rn/mom seeks funds for child's education",0,"Risk3"
"road king",0,"Risk3"
"road to debt free",0,"Risk3"
"road to financial freedom",0,"Risk3"
"road to fiscal responsibility",0,"Risk3"
"road to freedom",0,"Risk3"
"road to freedom loan",0,"Risk3"
"road to happiness",0,"Risk3"
"road to no debt",0,"Risk3"
"road to peace",0,"Risk3"
"road to prosperity",0,"Risk3"
"road to recovery",0.5,"Risk3"
"road to stability",0,"Risk3"
"roadstar",0,"Risk3"
"robby's loan",0,"Risk3"
"robin 24",0,"Risk3"
"rock solid",0,"Risk3"
"rolledintoone",0,"Risk3"
"rollingup",0,"Risk3"
"roof",0,"Risk3"
"roof loan",0,"Risk3"
"roof repair",0.2,"Risk3"
"roof repairs",0,"Risk3"
"roof replacement",0,"Risk3"
"roof replacement loan",0,"Risk3"
"roof-bills",0,"Risk3"
"roofdoorswindow",0,"Risk3"
"room remodel",0,"Risk3"
"room to breath",1,"Risk3"
"rough patch2",0,"Risk3"
"rusty's debt consolidation",0,"Risk3"
"rv",0,"Risk3"
"rv loan",0,"Risk3"
"rv trailer loan",0,"Risk3"
"ryan and amanda's wedding",1,"Risk3"
"s10 loan",0,"Risk3"
"s2k",0,"Risk3"
"s83 pay off loan",0,"Risk3"
"saab 900 ce",0,"Risk3"
"safe bet consolidation loan",0,"Risk3"
"safe debt loan perfect payment history",0,"Risk3"
"safety",1,"Risk3"
"safety net",0,"Risk3"
"safety one",0,"Risk3"
"sail away",0,"Risk3"
"salvation",0,"Risk3"
"sam's $10,000 loan",0,"Risk3"
"sams,chase,juniper,capital,citi",0,"Risk3"
"sandy relief",0,"Risk3"
"santa claus",0,"Risk3"
"sara's debt consolidation",0,"Risk3"
"sarasota",1,"Risk3"
"saraw",1,"Risk3"
"satisfaction",0,"Risk3"
"save",0,"Risk3"
"save credit card interest",0,"Risk3"
"save for later",0,"Risk3"
"save interest on credit cards",0,"Risk3"
"save loan",0,"Risk3"
"save me",0,"Risk3"
"save me money",0.666666666666667,"Risk3"
"save me please",1,"Risk3"
"save money",0,"Risk3"
"save money loan",0.5,"Risk3"
"save on interest",0,"Risk3"
"save the interest",0,"Risk3"
"savealot",0,"Risk3"
"savebig",0,"Risk3"
"savemoney",0,"Risk3"
"savemycredit",0,"Risk3"
"saver",0,"Risk3"
"savetheworld",0,"Risk3"
"savetoday",0,"Risk3"
"saving",0.5,"Risk3"
"saving loan",0,"Risk3"
"saving money",0,"Risk3"
"saving money on interest",0,"Risk3"
"saving money on intetest paid",0,"Risk3"
"saving on interest",0,"Risk3"
"saving on the interest rates",0,"Risk3"
"saving rico",0,"Risk3"
"saving the intrest on me",0,"Risk3"
"savingmoney",0,"Risk3"
"savings",0,"Risk3"
"savings4me",0,"Risk3"
"saviour",0,"Risk3"
"saxophone",0,"Risk3"
"say """"i do"""" like i'm going to do",0,"Risk3"
"say goodbye to chase",0,"Risk3"
"sayanything",0,"Risk3"
"saying bye to credit cards",0,"Risk3"
"saying goodbye to my last two cr. cards!",0,"Risk3"
"sayonara credit cards!",0,"Risk3"
"sbp",0,"Risk3"
"scary",0,"Risk3"
"scheduled pay down of debt",0,"Risk3"
"school",0,"Risk3"
"school and credit card",0,"Risk3"
"school and debt payments",0,"Risk3"
"school credit card debt",0,"Risk3"
"school loan",0,"Risk3"
"school loan debt consolidation",0,"Risk3"
"school payment",0,"Risk3"
"scooter",0,"Risk3"
"scooter loan",0,"Risk3"
"scott",0,"Risk3"
"scott loan",0,"Risk3"
"scottish wedding",0,"Risk3"
"screened porch",0,"Risk3"
"sdc loan",0,"Risk3"
"sea fox",0,"Risk3"
"sears home repair & service franchise",0,"Risk3"
"sears-costco",1,"Risk3"
"season tix",0,"Risk3"
"second",0,"Risk3"
"second bike",0,"Risk3"
"second chance",0.166666666666667,"Risk3"
"second chance freedom",0,"Risk3"
"second home",0,"Risk3"
"second income opportunity",0,"Risk3"
"second loan",0,"Risk3"
"second loan to pay off bills",0,"Risk3"
"second mortgage payoff",0,"Risk3"
"second time around",0,"Risk3"
"secondchanceloan",0,"Risk3"
"secure financial restructure",0,"Risk3"
"secured & unsecured debt consolidation",0,"Risk3"
"security deposit",0,"Risk3"
"seeclear",1,"Risk3"
"seed money for educational foundation",0,"Risk3"
"seeing how the other side works",0,"Risk3"
"seeing the light",1,"Risk3"
"seeking a loan for wedding expenses",0,"Risk3"
"seeking financial freedom",0,"Risk3"
"seeking loan for wedding expenses",0,"Risk3"
"seeking phoenix",0,"Risk3"
"seeking to eliminate credit card debt",0,"Risk3"
"self investment",0,"Risk3"
"self publishing capital",1,"Risk3"
"self-employed real estate broker",0,"Risk3"
"sell my house",0,"Risk3"
"sensible woman seeks alternative",0,"Risk3"
"sept 2012",0,"Risk3"
"sept2012",0,"Risk3"
"septic system replacement",0,"Risk3"
"serendipity",0,"Risk3"
"serenity",0,"Risk3"
"serenity loan",0,"Risk3"
"serious, stable borrower trying to get rid of high interest credit cards",0,"Risk3"
"service credit",0,"Risk3"
"set me free",1,"Risk3"
"set ourselves up for success",0,"Risk3"
"seth's loan",0,"Risk3"
"setting the table for the future.",0,"Risk3"
"settlement",0,"Risk3"
"sewer pipe replacement",0,"Risk3"
"sfa online solutions",0,"Risk3"
"shannon's loan",0.5,"Risk3"
"shed loan",1,"Risk3"
"shop loan",0,"Risk3"
"short help loan",1,"Risk3"
"short loan",0.5,"Risk3"
"short tem loan",0,"Risk3"
"short teram business loan for event mgmn",0,"Risk3"
"short term",0.166666666666667,"Risk3"
"short term capital",0,"Risk3"
"short term cash flow adjustment",1,"Risk3"
"short term consolidation",0,"Risk3"
"short term consolidation loan",0,"Risk3"
"short term debt loan",0,"Risk3"
"short term funds",0,"Risk3"
"short term loan",0,"Risk3"
"short term loan requested",0,"Risk3"
"short term loan will help",0,"Risk3"
"short term money",0,"Risk3"
"short term personal loan - good income, solid payer",0,"Risk3"
"short term wedding loan",0,"Risk3"
"short-term loan",1,"Risk3"
"short-term wedding loan",0,"Risk3"
"shortloan",0,"Risk3"
"shot in the arm",0,"Risk3"
"shutdown recovery",0,"Risk3"
"sick of paying 29.99% on cc bill",0,"Risk3"
"siding for home",0,"Risk3"
"siding loan",0,"Risk3"
"siding project",0,"Risk3"
"silver",0,"Risk3"
"silverado2010",0,"Risk3"
"silverloan",0,"Risk3"
"simple",0,"Risk3"
"simple credit consolidation",0,"Risk3"
"simple loan",0,"Risk3"
"simplicity",1,"Risk3"
"simplicity loan",0,"Risk3"
"simplification",0,"Risk3"
"simplification loan",0,"Risk3"
"simplified payments due to travel schedu",0,"Risk3"
"simplifier",0,"Risk3"
"simplify",0,"Risk3"
"simplify my credit card expenses",1,"Risk3"
"simplify my debt!!!",1,"Risk3"
"simplify my life",1,"Risk3"
"simplify paying off credit cards",0,"Risk3"
"simplifying life",0,"Risk3"
"simplifying my cc payments",0,"Risk3"
"simplifying payments",0,"Risk3"
"simply debt consolidation",0,"Risk3"
"single loan",0,"Risk3"
