"x1","home_is_rent","grade","risco_zip_code_bin","default","dti_disc","installment_disc","last_fico_range_high_disc","loan_amnt_disc","mo_sin_old_rev_tl_op_disc","annual_inc_disc","fico_range_low_disc"
156736,"yes","D","Risk1","yes","[0,12]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
73607,"yes","C","Risk1","yes","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
52983,"no","B","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
156571,"no","C","Risk2","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
109695,"no","C","Risk2","no","(17.6,23.8]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
82294,"no","A","Risk2","no","(17.6,23.8]","(266,384]","(689,734]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
199664,"no","C","Risk1","no","(23.8,40]","(266,384]","(689,734]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
60119,"yes","C","Risk1","no","[0,12]","(266,384]","(734,850]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(685,705]"
79815,"yes","A","Risk2","no","(17.6,23.8]","(266,384]","(734,850]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
143917,"no","B","Risk1","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
47548,"no","B","Risk3","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
133675,"no","B","Risk2","yes","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","(685,705]"
112564,"yes","E","Risk2","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
55093,"no","B","Risk2","no","(17.6,23.8]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
219460,"yes","B","Risk2","no","[0,12]","(384,579]","(734,850]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
2591,"yes","C","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
126624,"yes","B","Risk3","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(705,845]"
186497,"no","C","Risk1","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
126601,"no","E","Risk1","no","(23.8,40]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
122410,"no","A","Risk1","no","(23.8,40]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
80382,"yes","D","Risk1","no","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
45436,"no","D","Risk2","no","(23.8,40]","(266,384]","(689,734]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
154538,"no","C","Risk1","no","[0,12]","(266,384]","(689,734]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
196307,"no","D","Risk3","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
161169,"no","C","Risk1","no","(17.6,23.8]","(266,384]","(689,734]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
129348,"no","C","Risk1","no","(23.8,40]","(384,579]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","[3e+03,4.54e+04]","(685,705]"
92356,"no","D","Risk1","no","(12,17.6]","(266,384]","(689,734]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","[660,670]"
62600,"no","B","Risk3","no","(12,17.6]","(266,384]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
146912,"no","B","Risk1","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
174608,"no","E","Risk1","yes","(23.8,40]","(266,384]","[0,624]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
80115,"yes","B","Risk3","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
46510,"yes","A","Risk2","no","(17.6,23.8]","(266,384]","(734,850]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(685,705]"
25539,"no","A","Risk3","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
215139,"yes","C","Risk2","no","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
225436,"no","C","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","(6.5e+04,9e+04]","[660,670]"
232790,"yes","B","Risk1","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","(9e+04,7.5e+06]","(670,685]"
69442,"yes","C","Risk1","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
87511,"yes","C","Risk1","no","(12,17.6]","(266,384]","(624,689]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
130383,"no","B","Risk1","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
181763,"no","A","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
161354,"no","D","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
76787,"no","D","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
7686,"no","A","Risk2","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
104829,"no","E","Risk3","no","(12,17.6]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","[660,670]"
18199,"yes","A","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
180837,"yes","D","Risk2","no","(23.8,40]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
10159,"yes","C","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
190425,"no","A","Risk3","no","[0,12]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
211367,"no","C","Risk3","yes","(17.6,23.8]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
109142,"no","C","Risk1","no","(17.6,23.8]","(266,384]","(624,689]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
3973,"yes","E","Risk2","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
72101,"no","E","Risk2","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(705,845]"
47460,"no","C","Risk3","yes","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
8399,"no","B","Risk3","no","(12,17.6]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
182754,"no","C","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
7698,"yes","B","Risk1","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
151066,"no","B","Risk2","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
189323,"no","E","Risk1","no","(17.6,23.8]","(266,384]","(689,734]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
167277,"no","B","Risk3","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
62470,"yes","B","Risk2","no","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
18866,"yes","C","Risk3","no","(23.8,40]","(266,384]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
153209,"no","C","Risk2","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
145469,"no","E","Risk2","no","[0,12]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
31537,"no","D","Risk3","yes","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
62607,"yes","B","Risk2","yes","(12,17.6]","(384,579]","[0,624]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(670,685]"
108631,"no","D","Risk1","no","(12,17.6]","(266,384]","(624,689]","[1e+03,1e+04]","(168,234]","(4.54e+04,6.5e+04]","[660,670]"
116598,"yes","B","Risk2","no","(17.6,23.8]","(266,384]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
81240,"no","C","Risk2","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
176967,"yes","D","Risk3","no","[0,12]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
121100,"yes","C","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
24661,"no","E","Risk1","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
88201,"no","A","Risk3","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
103156,"no","D","Risk1","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
31559,"yes","C","Risk1","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
174401,"no","A","Risk2","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
117074,"no","B","Risk3","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
182536,"no","B","Risk3","no","(12,17.6]","(384,579]","(689,734]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
64926,"yes","C","Risk2","no","(17.6,23.8]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(685,705]"
2729,"yes","C","Risk3","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
129246,"yes","D","Risk1","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","(9e+04,7.5e+06]","(685,705]"
38636,"yes","F","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
5624,"no","D","Risk1","no","(23.8,40]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
49862,"yes","E","Risk3","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
84247,"no","C","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
182449,"yes","C","Risk2","no","(17.6,23.8]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","[660,670]"
31311,"yes","A","Risk1","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
218128,"no","D","Risk1","no","(23.8,40]","(266,384]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(685,705]"
1223,"no","A","Risk1","yes","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","(234,842]","[3e+03,4.54e+04]","(670,685]"
188650,"no","C","Risk2","no","(17.6,23.8]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","[660,670]"
55001,"no","C","Risk1","no","(17.6,23.8]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
72893,"no","A","Risk2","no","[0,12]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
7113,"no","A","Risk1","no","(17.6,23.8]","(384,579]","(734,850]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
202513,"yes","E","Risk2","no","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","[660,670]"
16136,"yes","D","Risk3","no","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
131898,"no","A","Risk2","no","[0,12]","(266,384]","(624,689]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
147728,"yes","D","Risk2","no","[0,12]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
49660,"no","F","Risk2","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(9e+04,7.5e+06]","(670,685]"
84931,"no","A","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
21956,"no","C","Risk1","no","(17.6,23.8]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
142232,"no","B","Risk3","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(234,842]","(9e+04,7.5e+06]","(685,705]"
139238,"no","E","Risk3","no","(23.8,40]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
78372,"no","C","Risk3","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(120,168]","[3e+03,4.54e+04]","[660,670]"
22777,"yes","C","Risk1","no","(17.6,23.8]","(266,384]","(734,850]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
91243,"no","A","Risk3","yes","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
216658,"no","C","Risk3","yes","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(670,685]"
185841,"yes","D","Risk2","yes","(23.8,40]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
30088,"yes","C","Risk1","yes","(12,17.6]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
12852,"no","D","Risk3","yes","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
153790,"no","D","Risk2","no","(17.6,23.8]","(266,384]","(624,689]","[1e+03,1e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
189634,"no","C","Risk2","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(705,845]"
114834,"no","C","Risk1","no","(12,17.6]","(266,384]","(689,734]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
227649,"yes","C","Risk1","no","(12,17.6]","(384,579]","(734,850]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
157987,"yes","C","Risk1","yes","(12,17.6]","[23.4,266]","[0,624]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
61747,"yes","D","Risk1","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
155833,"no","B","Risk2","yes","(17.6,23.8]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
122957,"no","A","Risk1","no","(12,17.6]","(384,579]","(624,689]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
107787,"yes","B","Risk3","no","(12,17.6]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
10335,"yes","A","Risk2","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
61333,"no","B","Risk3","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","(120,168]","(6.5e+04,9e+04]","(685,705]"
195837,"no","C","Risk2","no","(12,17.6]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(670,685]"
209166,"yes","F","Risk2","yes","[0,12]","(384,579]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
160269,"yes","B","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
181819,"yes","B","Risk3","no","[0,12]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
23472,"no","E","Risk1","yes","(12,17.6]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
85543,"yes","D","Risk3","no","[0,12]","(384,579]","(734,850]","(1e+04,1.76e+04]","(168,234]","[3e+03,4.54e+04]","(685,705]"
185552,"no","A","Risk3","no","(23.8,40]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","(670,685]"
36879,"no","B","Risk3","no","(23.8,40]","(266,384]","(689,734]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
128832,"no","C","Risk2","no","(12,17.6]","(266,384]","(734,850]","(1e+04,1.76e+04]","(120,168]","[3e+03,4.54e+04]","(705,845]"
121980,"yes","B","Risk1","no","(12,17.6]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
41087,"no","D","Risk1","yes","(17.6,23.8]","(266,384]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(705,845]"
1803,"no","B","Risk2","no","(12,17.6]","[23.4,266]","(689,734]","[1e+03,1e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
232675,"no","B","Risk2","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(705,845]"
228169,"no","D","Risk1","no","[0,12]","(384,579]","[0,624]","(1e+04,1.76e+04]","(234,842]","[3e+03,4.54e+04]","(670,685]"
7526,"no","D","Risk2","yes","(12,17.6]","(266,384]","(624,689]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
123177,"yes","A","Risk2","yes","[0,12]","[23.4,266]","[0,624]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
113660,"no","E","Risk1","no","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
69023,"no","B","Risk2","no","(17.6,23.8]","(266,384]","(689,734]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(670,685]"
212277,"no","C","Risk2","yes","(17.6,23.8]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","(9e+04,7.5e+06]","(670,685]"
35804,"no","D","Risk1","no","(23.8,40]","(266,384]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","(685,705]"
147177,"no","E","Risk3","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
78657,"no","D","Risk2","no","(23.8,40]","(384,579]","[0,624]","(1e+04,1.76e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
60185,"no","C","Risk2","no","(23.8,40]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","(705,845]"
231130,"no","C","Risk3","no","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
121692,"no","C","Risk3","yes","(12,17.6]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(685,705]"
117198,"yes","F","Risk3","yes","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","(6.5e+04,9e+04]","(670,685]"
207421,"yes","D","Risk2","no","[0,12]","(384,579]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(9e+04,7.5e+06]","(685,705]"
195617,"no","C","Risk3","no","[0,12]","[23.4,266]","[0,624]","(1e+04,1.76e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
227166,"yes","D","Risk2","yes","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
176311,"yes","A","Risk3","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
79888,"yes","A","Risk2","no","(23.8,40]","[23.4,266]","(624,689]","[1e+03,1e+04]","(234,842]","(4.54e+04,6.5e+04]","[660,670]"
21282,"no","D","Risk2","no","(23.8,40]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
48338,"yes","D","Risk2","yes","(23.8,40]","[23.4,266]","[0,624]","[1e+03,1e+04]","(120,168]","(4.54e+04,6.5e+04]","[660,670]"
133344,"yes","F","Risk1","yes","(23.8,40]","(384,579]","[0,624]","(1.76e+04,3.5e+04]","[3,120]","(4.54e+04,6.5e+04]","(685,705]"
89401,"yes","G","Risk1","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(168,234]","(4.54e+04,6.5e+04]","(685,705]"
91859,"yes","B","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(670,685]"
49048,"no","D","Risk2","no","(12,17.6]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(4.54e+04,6.5e+04]","(705,845]"
144558,"yes","B","Risk1","yes","(12,17.6]","[23.4,266]","(624,689]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
28743,"yes","A","Risk2","no","[0,12]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(234,842]","(6.5e+04,9e+04]","(670,685]"
84932,"yes","B","Risk3","no","(23.8,40]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","[3e+03,4.54e+04]","[660,670]"
221774,"no","A","Risk1","no","[0,12]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
139512,"no","B","Risk1","no","[0,12]","[23.4,266]","(689,734]","[1e+03,1e+04]","(234,842]","(9e+04,7.5e+06]","[660,670]"
63035,"no","D","Risk3","no","[0,12]","(384,579]","(689,734]","(1.76e+04,3.5e+04]","[3,120]","(6.5e+04,9e+04]","(705,845]"
13241,"no","A","Risk3","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(705,845]"
14215,"no","A","Risk2","no","(12,17.6]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(234,842]","(9e+04,7.5e+06]","(705,845]"
48754,"no","A","Risk3","no","(17.6,23.8]","[23.4,266]","(734,850]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","(705,845]"
187440,"no","B","Risk2","no","[0,12]","(384,579]","(689,734]","(1e+04,1.76e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
142643,"yes","C","Risk1","no","(17.6,23.8]","(384,579]","(624,689]","(1e+04,1.76e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
194961,"yes","C","Risk1","no","(23.8,40]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(168,234]","(6.5e+04,9e+04]","(670,685]"
141983,"yes","D","Risk2","yes","(17.6,23.8]","(266,384]","[0,624]","(1e+04,1.76e+04]","(234,842]","(4.54e+04,6.5e+04]","(670,685]"
195376,"yes","B","Risk2","no","(17.6,23.8]","(266,384]","[0,624]","[1e+03,1e+04]","(168,234]","[3e+03,4.54e+04]","[660,670]"
54400,"no","A","Risk1","no","[0,12]","(579,1.41e+03]","[0,624]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(705,845]"
118227,"yes","B","Risk2","no","[0,12]","[23.4,266]","(734,850]","[1e+03,1e+04]","[3,120]","(4.54e+04,6.5e+04]","[660,670]"
10256,"no","B","Risk1","no","(17.6,23.8]","(579,1.41e+03]","(734,850]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
41035,"yes","C","Risk1","no","(12,17.6]","(384,579]","(624,689]","(1e+04,1.76e+04]","(120,168]","(4.54e+04,6.5e+04]","(685,705]"
39498,"no","B","Risk3","no","[0,12]","(579,1.41e+03]","(689,734]","(1.76e+04,3.5e+04]","(168,234]","(9e+04,7.5e+06]","(685,705]"
200022,"no","D","Risk3","no","(12,17.6]","(579,1.41e+03]","(624,689]","(1.76e+04,3.5e+04]","(120,168]","(6.5e+04,9e+04]","(670,685]"
